estimator,data_model,hurst,length,scenario,estimated_hurst,error,success,execution_time,framework
Adaptive_RS,fbm,0.7,2000,pure,0.7741346232440424,0.07413462324404241,True,1.5970773696899414,numba
Adaptive_DFA,fbm,0.7,2000,pure,0.11523751820297265,0.5847624817970273,True,0.10778021812438965,numba
Adaptive_DMA,fbm,0.7,2000,pure,0.04354500122169099,0.6564549987783089,True,0.004221439361572266,numba
Adaptive_Higuchi,fbm,0.7,2000,pure,1.109052088302429,0.4090520883024291,False,0.022976160049438477,numba
Adaptive_GPH,fbm,0.7,2000,pure,0.8255847990512848,0.12558479905128483,True,0.012307405471801758,numba
Adaptive_Whittle,fbm,0.7,2000,pure,0.7,0.0,True,0.002999544143676758,numba
Adaptive_Periodogram,fbm,0.7,2000,pure,0.7161113768815994,0.01611137688159947,True,0.008373737335205078,numba
Adaptive_RS,fbm,0.7,2000,eeg_ocular_artifacts,0.7741346232440424,0.07413462324404241,True,1.505995512008667,numba
Adaptive_DFA,fbm,0.7,2000,eeg_ocular_artifacts,0.11523751820297265,0.5847624817970273,True,0.1179802417755127,numba
Adaptive_DMA,fbm,0.7,2000,eeg_ocular_artifacts,0.04354500122169099,0.6564549987783089,True,0.004617929458618164,numba
Adaptive_Higuchi,fbm,0.7,2000,eeg_ocular_artifacts,1.109052088302429,0.4090520883024291,False,0.023396730422973633,numba
Adaptive_GPH,fbm,0.7,2000,eeg_ocular_artifacts,0.8255847990512848,0.12558479905128483,True,0.011150598526000977,numba
Adaptive_Whittle,fbm,0.7,2000,eeg_ocular_artifacts,0.7,0.0,True,0.002698659896850586,numba
Adaptive_Periodogram,fbm,0.7,2000,eeg_ocular_artifacts,0.7161113768815994,0.01611137688159947,True,0.008653879165649414,numba
Adaptive_RS,fbm,0.7,2000,eeg_muscle_artifacts,0.7741346232440424,0.07413462324404241,True,1.6801812648773193,numba
Adaptive_DFA,fbm,0.7,2000,eeg_muscle_artifacts,0.11523751820297265,0.5847624817970273,True,0.12064003944396973,numba
Adaptive_DMA,fbm,0.7,2000,eeg_muscle_artifacts,0.04354500122169099,0.6564549987783089,True,0.005315303802490234,numba
Adaptive_Higuchi,fbm,0.7,2000,eeg_muscle_artifacts,1.109052088302429,0.4090520883024291,False,0.026729583740234375,numba
Adaptive_GPH,fbm,0.7,2000,eeg_muscle_artifacts,0.8255847990512848,0.12558479905128483,True,0.012000560760498047,numba
Adaptive_Whittle,fbm,0.7,2000,eeg_muscle_artifacts,0.7,0.0,True,0.002489328384399414,numba
Adaptive_Periodogram,fbm,0.7,2000,eeg_muscle_artifacts,0.7161113768815994,0.01611137688159947,True,0.009434223175048828,numba
Adaptive_RS,fbm,0.7,2000,eeg_60hz_noise,0.15344391153970394,0.546556088460296,True,1.569124698638916,numba
Adaptive_DFA,fbm,0.7,2000,eeg_60hz_noise,0.00795432683041355,0.6920456731695864,True,0.10237836837768555,numba
Adaptive_DMA,fbm,0.7,2000,eeg_60hz_noise,0.021419733289221216,0.6785802667107788,True,0.004173994064331055,numba
Adaptive_Higuchi,fbm,0.7,2000,eeg_60hz_noise,0.759467328164539,0.059467328164539035,True,0.02401113510131836,numba
Adaptive_GPH,fbm,0.7,2000,eeg_60hz_noise,0.6597125269472599,0.04028747305274005,True,0.012631654739379883,numba
Adaptive_Whittle,fbm,0.7,2000,eeg_60hz_noise,0.7,0.0,True,0.0027680397033691406,numba
Adaptive_Periodogram,fbm,0.7,2000,eeg_60hz_noise,0.5506956689059734,0.14930433109402652,True,0.010329008102416992,numba
Adaptive_RS,fbm,0.7,2000,eeg_movement_artifacts,0.7741346232440424,0.07413462324404241,True,1.6611998081207275,numba
Adaptive_DFA,fbm,0.7,2000,eeg_movement_artifacts,0.11523751820297265,0.5847624817970273,True,0.11703777313232422,numba
Adaptive_DMA,fbm,0.7,2000,eeg_movement_artifacts,0.04354500122169099,0.6564549987783089,True,0.005536317825317383,numba
Adaptive_Higuchi,fbm,0.7,2000,eeg_movement_artifacts,1.109052088302429,0.4090520883024291,False,0.028055191040039062,numba
Adaptive_GPH,fbm,0.7,2000,eeg_movement_artifacts,0.8255847990512848,0.12558479905128483,True,0.015516281127929688,numba
Adaptive_Whittle,fbm,0.7,2000,eeg_movement_artifacts,0.7,0.0,True,0.0028471946716308594,numba
Adaptive_Periodogram,fbm,0.7,2000,eeg_movement_artifacts,0.7161113768815994,0.01611137688159947,True,0.011608600616455078,numba
Adaptive_RS,fgn,0.7,2000,pure,0.7795245554026514,0.07952455540265146,True,1.6312589645385742,numba
Adaptive_DFA,fgn,0.7,2000,pure,0.11466696366919735,0.5853330363308026,True,0.10693502426147461,numba
Adaptive_DMA,fgn,0.7,2000,pure,0.038146171687718874,0.6618538283122811,True,0.004593372344970703,numba
Adaptive_Higuchi,fgn,0.7,2000,pure,1.084832986957344,0.38483298695734414,False,0.023876190185546875,numba
Adaptive_GPH,fgn,0.7,2000,pure,0.7768485397100449,0.0768485397100449,True,0.010922908782958984,numba
Adaptive_Whittle,fgn,0.7,2000,pure,0.7,0.0,True,0.003292560577392578,numba
Adaptive_Periodogram,fgn,0.7,2000,pure,0.6674816161394119,0.03251838386058803,True,0.010493755340576172,numba
Adaptive_RS,fgn,0.7,2000,eeg_ocular_artifacts,0.8193187014369389,0.1193187014369389,True,1.467759132385254,numba
Adaptive_DFA,fgn,0.7,2000,eeg_ocular_artifacts,0.923057094519394,0.22305709451939404,True,0.1098029613494873,numpy
Adaptive_DMA,fgn,0.7,2000,eeg_ocular_artifacts,0.12423188268898401,0.575768117311016,True,0.004867076873779297,numpy
Adaptive_Higuchi,fgn,0.7,2000,eeg_ocular_artifacts,1.8696150945833494,1.1696150945833494,False,0.02600884437561035,numpy
Adaptive_GPH,fgn,0.7,2000,eeg_ocular_artifacts,0.99,0.29000000000000004,True,0.009932518005371094,numpy
Adaptive_Whittle,fgn,0.7,2000,eeg_ocular_artifacts,0.7,0.0,True,0.0024721622467041016,numpy
Adaptive_Periodogram,fgn,0.7,2000,eeg_ocular_artifacts,0.99,0.29000000000000004,True,0.008226394653320312,numpy
Adaptive_RS,fgn,0.7,2000,eeg_muscle_artifacts,0.7340183081666231,0.0340183081666231,True,1.5083484649658203,numpy
Adaptive_DFA,fgn,0.7,2000,eeg_muscle_artifacts,0.15344418139070326,0.5465558186092967,True,0.10572361946105957,numba
Adaptive_DMA,fgn,0.7,2000,eeg_muscle_artifacts,0.03036304918124721,0.6696369508187527,True,0.004541635513305664,numba
Adaptive_Higuchi,fgn,0.7,2000,eeg_muscle_artifacts,1.001253512205802,0.301253512205802,False,0.02097177505493164,numba
Adaptive_GPH,fgn,0.7,2000,eeg_muscle_artifacts,0.49158888310194016,0.2084111168980598,True,0.010294914245605469,numba
Adaptive_Whittle,fgn,0.7,2000,eeg_muscle_artifacts,0.7,0.0,True,0.002825021743774414,numba
Adaptive_Periodogram,fgn,0.7,2000,eeg_muscle_artifacts,0.38317878544330597,0.316821214556694,True,0.00972890853881836,numba
Adaptive_RS,fgn,0.7,2000,eeg_60hz_noise,0.164578188309518,0.535421811690482,True,1.3560922145843506,numba
Adaptive_DFA,fgn,0.7,2000,eeg_60hz_noise,0.00794493674462094,0.692055063255379,True,0.09975385665893555,numba
Adaptive_DMA,fgn,0.7,2000,eeg_60hz_noise,0.02149376570829714,0.6785062342917028,True,0.004347801208496094,numba
Adaptive_Higuchi,fgn,0.7,2000,eeg_60hz_noise,0.7541250386012779,0.05412503860127793,True,0.02167201042175293,numba
Adaptive_GPH,fgn,0.7,2000,eeg_60hz_noise,0.7040073499083519,0.004007349908351943,True,0.009453296661376953,numba
Adaptive_Whittle,fgn,0.7,2000,eeg_60hz_noise,0.7,0.0,True,0.0027017593383789062,numba
Adaptive_Periodogram,fgn,0.7,2000,eeg_60hz_noise,0.5949500352144241,0.10504996478557582,True,0.008022546768188477,numba
Adaptive_RS,fgn,0.7,2000,eeg_movement_artifacts,0.7522829415941171,0.05228294159411717,True,1.4892232418060303,numba
Adaptive_DFA,fgn,0.7,2000,eeg_movement_artifacts,0.14906514373556418,0.5509348562644358,True,0.10866475105285645,numba
Adaptive_DMA,fgn,0.7,2000,eeg_movement_artifacts,0.0381013109183913,0.6618986890816086,True,0.005110979080200195,numba
Adaptive_Higuchi,fgn,0.7,2000,eeg_movement_artifacts,1.079705281485214,0.379705281485214,False,0.023174285888671875,numba
Adaptive_GPH,fgn,0.7,2000,eeg_movement_artifacts,0.6602908261120319,0.03970917388796802,True,0.009511709213256836,numba
Adaptive_Whittle,fgn,0.7,2000,eeg_movement_artifacts,0.7,0.0,True,0.0020551681518554688,numba
Adaptive_Periodogram,fgn,0.7,2000,eeg_movement_artifacts,0.5511701703071594,0.14882982969284053,True,0.008965492248535156,numba
Adaptive_RS,fbm,0.9,1000,pure,0.8817633514022903,0.01823664859770968,True,0.7175312042236328,numba
Adaptive_DFA,fbm,0.9,1000,pure,0.2529340497556471,0.647065950244353,True,0.061918020248413086,numba
Adaptive_DMA,fbm,0.9,1000,pure,0.18191315057594723,0.7180868494240528,True,0.004271984100341797,numba
Adaptive_Higuchi,fbm,0.9,1000,pure,1.382479647943509,0.48247964794350906,False,0.02079176902770996,numba
Adaptive_GPH,fbm,0.9,1000,pure,0.9868407845497131,0.08684078454971311,True,0.013269424438476562,numba
Adaptive_Whittle,fbm,0.9,1000,pure,0.7,0.20000000000000007,True,0.0027947425842285156,numba
Adaptive_Periodogram,fbm,0.9,1000,pure,0.83689945936203,0.06310054063796999,True,0.00919795036315918,numba
Adaptive_RS,fbm,0.9,1000,eeg_ocular_artifacts,0.8817633514022903,0.01823664859770968,True,0.8382093906402588,numba
Adaptive_DFA,fbm,0.9,1000,eeg_ocular_artifacts,0.2529340497556471,0.647065950244353,True,0.05331993103027344,numba
Adaptive_DMA,fbm,0.9,1000,eeg_ocular_artifacts,0.18191315057594723,0.7180868494240528,True,0.003565073013305664,numba
Adaptive_Higuchi,fbm,0.9,1000,eeg_ocular_artifacts,1.382479647943509,0.48247964794350906,False,0.019939899444580078,numba
Adaptive_GPH,fbm,0.9,1000,eeg_ocular_artifacts,0.9868407845497131,0.08684078454971311,True,0.012199878692626953,numba
Adaptive_Whittle,fbm,0.9,1000,eeg_ocular_artifacts,0.7,0.20000000000000007,True,0.0026061534881591797,numba
Adaptive_Periodogram,fbm,0.9,1000,eeg_ocular_artifacts,0.83689945936203,0.06310054063796999,True,0.009707450866699219,numba
Adaptive_RS,fbm,0.9,1000,eeg_muscle_artifacts,0.8133891250623457,0.08661087493765429,True,0.8309972286224365,numba
Adaptive_DFA,fbm,0.9,1000,eeg_muscle_artifacts,0.14207228552256515,0.7579277144774349,True,0.056581974029541016,numba
Adaptive_DMA,fbm,0.9,1000,eeg_muscle_artifacts,0.05592391557279389,0.8440760844272062,True,0.0038924217224121094,numba
Adaptive_Higuchi,fbm,0.9,1000,eeg_muscle_artifacts,0.9602083415667266,0.06020834156672661,True,0.020122766494750977,numba
Adaptive_GPH,fbm,0.9,1000,eeg_muscle_artifacts,0.99,0.08999999999999997,True,0.01052713394165039,numba
Adaptive_Whittle,fbm,0.9,1000,eeg_muscle_artifacts,0.7,0.20000000000000007,True,0.002814769744873047,numba
Adaptive_Periodogram,fbm,0.9,1000,eeg_muscle_artifacts,0.9728500843048096,0.07285008430480955,True,0.00885152816772461,numba
Adaptive_RS,fbm,0.9,1000,eeg_60hz_noise,0.16482145445751328,0.7351785455424867,True,0.7842192649841309,numba
Adaptive_DFA,fbm,0.9,1000,eeg_60hz_noise,0.009170463452659683,0.8908295365473403,True,0.06026887893676758,numba
Adaptive_DMA,fbm,0.9,1000,eeg_60hz_noise,0.0200970402478167,0.8799029597521834,True,0.004652738571166992,numba
Adaptive_Higuchi,fbm,0.9,1000,eeg_60hz_noise,0.7726424968280494,0.1273575031719506,True,0.020502567291259766,numba
Adaptive_GPH,fbm,0.9,1000,eeg_60hz_noise,0.661610403098166,0.23838959690183403,True,0.011176347732543945,numba
Adaptive_Whittle,fbm,0.9,1000,eeg_60hz_noise,0.7,0.20000000000000007,True,0.0028510093688964844,numba
Adaptive_Periodogram,fbm,0.9,1000,eeg_60hz_noise,0.5122796939685941,0.38772030603140595,True,0.00916600227355957,numba
Adaptive_RS,fbm,0.9,1000,eeg_movement_artifacts,0.8817633514022903,0.01823664859770968,True,0.7325029373168945,numba
Adaptive_DFA,fbm,0.9,1000,eeg_movement_artifacts,0.2529340497556471,0.647065950244353,True,0.0562131404876709,numba
Adaptive_DMA,fbm,0.9,1000,eeg_movement_artifacts,0.18191315057594723,0.7180868494240528,True,0.003790616989135742,numba
Adaptive_Higuchi,fbm,0.9,1000,eeg_movement_artifacts,1.382479647943509,0.48247964794350906,False,0.017483234405517578,numba
Adaptive_GPH,fbm,0.9,1000,eeg_movement_artifacts,0.9868407845497131,0.08684078454971311,True,0.01142263412475586,numba
Adaptive_Whittle,fbm,0.9,1000,eeg_movement_artifacts,0.7,0.20000000000000007,True,0.002619504928588867,numba
Adaptive_Periodogram,fbm,0.9,1000,eeg_movement_artifacts,0.83689945936203,0.06310054063796999,True,0.007976293563842773,numba
Adaptive_RS,fgn,0.9,1000,pure,0.7999083515990272,0.10009164840097284,True,0.8307273387908936,numba
Adaptive_DFA,fgn,0.9,1000,pure,0.36571946782087367,0.5342805321791264,True,0.05784130096435547,numba
Adaptive_DMA,fgn,0.9,1000,pure,0.1204338463097684,0.7795661536902316,True,0.004072904586791992,numba
Adaptive_Higuchi,fgn,0.9,1000,pure,1.5831974333947683,0.6831974333947682,False,0.020082950592041016,numba
Adaptive_GPH,fgn,0.9,1000,pure,0.99,0.08999999999999997,True,0.01048135757446289,numba
Adaptive_Whittle,fgn,0.9,1000,pure,0.7,0.20000000000000007,True,0.0026879310607910156,numba
Adaptive_Periodogram,fgn,0.9,1000,pure,0.8904698491096497,0.009530150890350364,True,0.009116888046264648,numba
Adaptive_RS,fgn,0.9,1000,eeg_ocular_artifacts,0.7999083515990272,0.10009164840097284,True,0.8023173809051514,numba
Adaptive_DFA,fgn,0.9,1000,eeg_ocular_artifacts,0.36571946782087367,0.5342805321791264,True,0.057566165924072266,numba
Adaptive_DMA,fgn,0.9,1000,eeg_ocular_artifacts,0.1204338463097684,0.7795661536902316,True,0.0042340755462646484,numba
Adaptive_Higuchi,fgn,0.9,1000,eeg_ocular_artifacts,1.5831974333947683,0.6831974333947682,False,0.02274632453918457,numba
Adaptive_GPH,fgn,0.9,1000,eeg_ocular_artifacts,0.99,0.08999999999999997,True,0.010869026184082031,numba
Adaptive_Whittle,fgn,0.9,1000,eeg_ocular_artifacts,0.7,0.20000000000000007,True,0.0024802684783935547,numba
Adaptive_Periodogram,fgn,0.9,1000,eeg_ocular_artifacts,0.8904698491096497,0.009530150890350364,True,0.011133193969726562,numba
Adaptive_RS,fgn,0.9,1000,eeg_muscle_artifacts,0.7877720783709343,0.1122279216290657,True,0.778815507888794,numba
Adaptive_DFA,fgn,0.9,1000,eeg_muscle_artifacts,-0.10568542587020993,1.00568542587021,False,0.05101585388183594,numba
Adaptive_DMA,fgn,0.9,1000,eeg_muscle_artifacts,0.05517589234017793,0.8448241076598221,True,0.004072666168212891,numba
Adaptive_Higuchi,fgn,0.9,1000,eeg_muscle_artifacts,0.9640872404628154,0.06408724046281533,True,0.01901698112487793,numba
Adaptive_GPH,fgn,0.9,1000,eeg_muscle_artifacts,0.99,0.08999999999999997,True,0.011220455169677734,numba
Adaptive_Whittle,fgn,0.9,1000,eeg_muscle_artifacts,0.7,0.20000000000000007,True,0.0029668807983398438,numba
Adaptive_Periodogram,fgn,0.9,1000,eeg_muscle_artifacts,0.9614472091197968,0.06144720911979673,True,0.009492635726928711,numba
Adaptive_RS,fgn,0.9,1000,eeg_60hz_noise,0.1384117444497864,0.7615882555502136,True,0.8189196586608887,numba
Adaptive_DFA,fgn,0.9,1000,eeg_60hz_noise,0.006890142170464872,0.8931098578295351,True,0.05524778366088867,numba
Adaptive_DMA,fgn,0.9,1000,eeg_60hz_noise,0.019979220530181457,0.8800207794698186,True,0.004007577896118164,numba
Adaptive_Higuchi,fgn,0.9,1000,eeg_60hz_noise,0.7749572254664336,0.12504277453356638,True,0.019573450088500977,numba
Adaptive_GPH,fgn,0.9,1000,eeg_60hz_noise,0.5785033255815506,0.3214966744184494,True,0.012378931045532227,numba
Adaptive_Whittle,fgn,0.9,1000,eeg_60hz_noise,0.7,0.20000000000000007,True,0.0035915374755859375,numba
Adaptive_Periodogram,fgn,0.9,1000,eeg_60hz_noise,0.42911335825920105,0.470886641740799,True,0.009524822235107422,numba
Adaptive_RS,fgn,0.9,1000,eeg_movement_artifacts,0.7999083515990272,0.10009164840097284,True,0.7783517837524414,numba
Adaptive_DFA,fgn,0.9,1000,eeg_movement_artifacts,0.36571946782087367,0.5342805321791264,True,0.056674957275390625,numba
Adaptive_DMA,fgn,0.9,1000,eeg_movement_artifacts,0.1204338463097684,0.7795661536902316,True,0.0039043426513671875,numba
Adaptive_Higuchi,fgn,0.9,1000,eeg_movement_artifacts,1.5831974333947683,0.6831974333947682,False,0.015961885452270508,numba
Adaptive_GPH,fgn,0.9,1000,eeg_movement_artifacts,0.99,0.08999999999999997,True,0.008997201919555664,numba
Adaptive_Whittle,fgn,0.9,1000,eeg_movement_artifacts,0.7,0.20000000000000007,True,0.0019068717956542969,numba
Adaptive_Periodogram,fgn,0.9,1000,eeg_movement_artifacts,0.8904698491096497,0.009530150890350364,True,0.007077217102050781,numba
Adaptive_RS,fbm,0.9,2000,pure,0.8961348719124073,0.003865128087592762,True,1.6641552448272705,numba
Adaptive_DFA,fbm,0.9,2000,pure,0.08941894114783275,0.8105810588521672,True,0.11555027961730957,numba
Adaptive_DMA,fbm,0.9,2000,pure,0.07467358944187928,0.8253264105581207,True,0.005635738372802734,numba
Adaptive_Higuchi,fbm,0.9,2000,pure,1.142506452660028,0.2425064526600279,False,0.02972722053527832,numba
Adaptive_GPH,fbm,0.9,2000,pure,0.99,0.08999999999999997,True,0.013131141662597656,numba
Adaptive_Whittle,fbm,0.9,2000,pure,0.7,0.20000000000000007,True,0.0025763511657714844,numba
Adaptive_Periodogram,fbm,0.9,2000,pure,0.9658248126506805,0.06582481265068052,True,0.009774923324584961,numba
Adaptive_RS,fbm,0.9,2000,eeg_ocular_artifacts,0.9268682340582397,0.02686823405823968,True,1.4450860023498535,numba
Adaptive_DFA,fbm,0.9,2000,eeg_ocular_artifacts,0.8576391872859431,0.042360812714056895,True,0.15739107131958008,numba
Adaptive_DMA,fbm,0.9,2000,eeg_ocular_artifacts,0.2507596771689333,0.6492403228310667,True,0.006289482116699219,numba
Adaptive_Higuchi,fbm,0.9,2000,eeg_ocular_artifacts,1.8849495029928645,0.9849495029928644,False,0.03194141387939453,numba
Adaptive_GPH,fbm,0.9,2000,eeg_ocular_artifacts,0.99,0.08999999999999997,True,0.012563943862915039,numba
Adaptive_Whittle,fbm,0.9,2000,eeg_ocular_artifacts,0.7,0.20000000000000007,True,0.0035750865936279297,numba
Adaptive_Periodogram,fbm,0.9,2000,eeg_ocular_artifacts,0.99,0.08999999999999997,True,0.01451253890991211,numba
Adaptive_RS,fbm,0.9,2000,eeg_muscle_artifacts,0.8694548139022781,0.030545186097721944,True,1.5739872455596924,numba
Adaptive_DFA,fbm,0.9,2000,eeg_muscle_artifacts,-0.16034883162019536,1.0603488316201954,False,0.10610485076904297,numba
Adaptive_DMA,fbm,0.9,2000,eeg_muscle_artifacts,0.02829287418465201,0.871707125815348,True,0.0043985843658447266,numba
Adaptive_Higuchi,fbm,0.9,2000,eeg_muscle_artifacts,0.9357420554347236,0.03574205543472353,True,0.02295708656311035,numba
Adaptive_GPH,fbm,0.9,2000,eeg_muscle_artifacts,0.293270006775856,0.606729993224144,True,0.009519338607788086,numba
Adaptive_Whittle,fbm,0.9,2000,eeg_muscle_artifacts,0.7,0.20000000000000007,True,0.0024275779724121094,numba
Adaptive_Periodogram,fbm,0.9,2000,eeg_muscle_artifacts,0.18468761444091797,0.715312385559082,True,0.00823211669921875,numba
Adaptive_RS,fbm,0.9,2000,eeg_60hz_noise,0.15550442214019727,0.7444955778598028,True,1.631110668182373,numba
Adaptive_DFA,fbm,0.9,2000,eeg_60hz_noise,0.008762398428115808,0.8912376015718843,True,0.11696577072143555,numba
Adaptive_DMA,fbm,0.9,2000,eeg_60hz_noise,0.02113098631216955,0.8788690136878304,True,0.004908323287963867,numba
Adaptive_Higuchi,fbm,0.9,2000,eeg_60hz_noise,0.7854890093582727,0.11451099064172732,True,0.02288222312927246,numba
Adaptive_GPH,fbm,0.9,2000,eeg_60hz_noise,0.6735371649265289,0.2264628350734711,True,0.011014461517333984,numba
Adaptive_Whittle,fbm,0.9,2000,eeg_60hz_noise,0.7,0.20000000000000007,True,0.002246856689453125,numba
Adaptive_Periodogram,fbm,0.9,2000,eeg_60hz_noise,0.5644437372684479,0.33555626273155215,True,0.008697032928466797,numba
Adaptive_RS,fbm,0.9,2000,eeg_movement_artifacts,0.8844943112560489,0.015505688743951085,True,1.5993456840515137,numba
Adaptive_DFA,fbm,0.9,2000,eeg_movement_artifacts,-0.0017071056816700466,0.9017071056816701,False,0.11495566368103027,numba
Adaptive_DMA,fbm,0.9,2000,eeg_movement_artifacts,0.04172906081971476,0.8582709391802853,True,0.0053446292877197266,numba
Adaptive_Higuchi,fbm,0.9,2000,eeg_movement_artifacts,0.864993755964435,0.03500624403556507,True,0.027482986450195312,numba
Adaptive_GPH,fbm,0.9,2000,eeg_movement_artifacts,0.9863203018903732,0.08632030189037321,True,0.011868953704833984,numba
Adaptive_Whittle,fbm,0.9,2000,eeg_movement_artifacts,0.7,0.20000000000000007,True,0.002551555633544922,numba
Adaptive_Periodogram,fbm,0.9,2000,eeg_movement_artifacts,0.8766507804393768,0.02334921956062319,True,0.009105443954467773,numba
Adaptive_RS,fgn,0.9,2000,pure,0.8519088105255935,0.04809118947440649,True,1.5968947410583496,numba
Adaptive_DFA,fgn,0.9,2000,pure,0.3817134620681175,0.5182865379318825,True,0.10968804359436035,numba
Adaptive_DMA,fgn,0.9,2000,pure,0.13441174590464403,0.765588254095356,True,0.00520777702331543,numba
Adaptive_Higuchi,fgn,0.9,2000,pure,1.5833865967578102,0.6833865967578102,False,0.02496051788330078,numba
Adaptive_GPH,fgn,0.9,2000,pure,0.99,0.08999999999999997,True,0.010863780975341797,numba
Adaptive_Whittle,fgn,0.9,2000,pure,0.7,0.20000000000000007,True,0.00341796875,numba
Adaptive_Periodogram,fgn,0.9,2000,pure,0.99,0.08999999999999997,True,0.008545160293579102,numba
Adaptive_RS,fgn,0.9,2000,eeg_ocular_artifacts,0.8709497316988409,0.029050268301159088,True,1.4936766624450684,numba
Adaptive_DFA,fgn,0.9,2000,eeg_ocular_artifacts,0.9545185766612991,0.05451857666129911,True,0.11025810241699219,numba
Adaptive_DMA,fgn,0.9,2000,eeg_ocular_artifacts,0.25064580290395294,0.649354197096047,True,0.004335165023803711,numba
Adaptive_Higuchi,fgn,0.9,2000,eeg_ocular_artifacts,1.8955379736329867,0.9955379736329867,False,0.025170564651489258,numba
Adaptive_GPH,fgn,0.9,2000,eeg_ocular_artifacts,0.99,0.08999999999999997,True,0.013470172882080078,numba
Adaptive_Whittle,fgn,0.9,2000,eeg_ocular_artifacts,0.7,0.20000000000000007,True,0.0025675296783447266,numba
Adaptive_Periodogram,fgn,0.9,2000,eeg_ocular_artifacts,0.99,0.08999999999999997,True,0.007509708404541016,numba
Adaptive_RS,fgn,0.9,2000,eeg_muscle_artifacts,0.8519088105255935,0.04809118947440649,True,1.5654523372650146,numba
Adaptive_DFA,fgn,0.9,2000,eeg_muscle_artifacts,0.3817134620681175,0.5182865379318825,True,0.11407709121704102,numba
Adaptive_DMA,fgn,0.9,2000,eeg_muscle_artifacts,0.13441174590464403,0.765588254095356,True,0.005632638931274414,numba
Adaptive_Higuchi,fgn,0.9,2000,eeg_muscle_artifacts,1.5833865967578102,0.6833865967578102,False,0.02548527717590332,numba
Adaptive_GPH,fgn,0.9,2000,eeg_muscle_artifacts,0.99,0.08999999999999997,True,0.01200103759765625,numba
Adaptive_Whittle,fgn,0.9,2000,eeg_muscle_artifacts,0.7,0.20000000000000007,True,0.002871274948120117,numba
Adaptive_Periodogram,fgn,0.9,2000,eeg_muscle_artifacts,0.99,0.08999999999999997,True,0.009091854095458984,numba
Adaptive_RS,fgn,0.9,2000,eeg_60hz_noise,0.1424637562876813,0.7575362437123188,True,1.3775181770324707,numba
Adaptive_DFA,fgn,0.9,2000,eeg_60hz_noise,0.007814883680706403,0.8921851163192936,True,0.10648059844970703,numba
Adaptive_DMA,fgn,0.9,2000,eeg_60hz_noise,0.0213510120577505,0.8786489879422495,True,0.004862308502197266,numba
Adaptive_Higuchi,fgn,0.9,2000,eeg_60hz_noise,0.7792835177383532,0.12071648226164677,True,0.022305011749267578,numba
Adaptive_GPH,fgn,0.9,2000,eeg_60hz_noise,0.6434527896344662,0.25654721036553385,True,0.008965015411376953,numba
Adaptive_Whittle,fgn,0.9,2000,eeg_60hz_noise,0.7,0.20000000000000007,True,0.002206087112426758,numba
Adaptive_Periodogram,fgn,0.9,2000,eeg_60hz_noise,0.5343938209116459,0.36560617908835413,True,0.007524013519287109,numba
Adaptive_RS,fgn,0.9,2000,eeg_movement_artifacts,0.8519088105255935,0.04809118947440649,True,1.404261589050293,numba
Adaptive_DFA,fgn,0.9,2000,eeg_movement_artifacts,0.3817134620681175,0.5182865379318825,True,0.10684800148010254,numba
Adaptive_DMA,fgn,0.9,2000,eeg_movement_artifacts,0.13441174590464403,0.765588254095356,True,0.005105257034301758,numba
Adaptive_Higuchi,fgn,0.9,2000,eeg_movement_artifacts,1.5833865967578102,0.6833865967578102,False,0.02581167221069336,numba
Adaptive_GPH,fgn,0.9,2000,eeg_movement_artifacts,0.99,0.08999999999999997,True,0.011756181716918945,numba
Adaptive_Whittle,fgn,0.9,2000,eeg_movement_artifacts,0.7,0.20000000000000007,True,0.0020856857299804688,numba
Adaptive_Periodogram,fgn,0.9,2000,eeg_movement_artifacts,0.99,0.08999999999999997,True,0.007112264633178711,numba
